41 22
41 25
26 22
26 25
41 133
152 49
152 14
49 152
14 152
49 152
49 25
64 152
64 25
49 122
49 14
49 36
49 25
26 36
26 25
183 141
41 22
41 133
2591 2336
2591 668
1112 199
1213 683
4593 4225
116 577
424 186
3785 111
3785 118
424 186
84 33
259 508
508 1101
1101 231
332 164
136 246
6187 1172
275 636
672 673
442 3736
673 118
880 1216
1286 118
1216 1286
74 22
74 111
184 22
184 111
601 7086
1094 5378
1099 424
1019 1721
1721 1099
2917 424
29 52
124 446
29 103
29 52
446 103
446 52
103 29
879 679
6311 1097
116 184
116 93
988 160
93 111
679 22
679 1146
11588 4044
12622 12623
5629 11588
423 12622
168 1146
770 1062
770 1062
257 345
257 1062
204 4442
243 31
243 124
2013 6219
6218 2013
6217 6218
6216 6217
275 85
5402 124
5402 31
12621 12623
1198 4044
12623 12624
4044 4479
42 4479
12624 596
12624 122
596 3589
84 3589
22 3589
84 24
644 85
357 352
352 85
270 645
92 689
689 1083
7086 582
1097 3785
103 668
4593 42
2225 100
2225 4225
163 100
100 2876
121 117
507 861
861 1131
1131 111
1213 91
345 199
345 11
1101 3291
1096 5345
245 94
245 6735
163 2876
109 100
1083 31
689 92
1083 31
898 36
5332 601
817 204
817 558
191 905
333 558
514 204
514 905
31 95
181 310
310 231
629 2780
258 168
258 168
818 679
683 100
629 2780
257 629
770 1062
770 1062
618 4575
311 42
311 48
149 24
149 48
149 22
36 74
36 11
13 9
36 74
36 11
149 22
149 11
134 555
232 42
555 334
3089 4188
4188 4582
1165 3912
25 624
624 4133
1250 4133
437 1250
437 77
327 3406
49 3406
3406 122
3406 62
169 327
77 327
62 3296
3415 5932
3296 3415
5932 5931
5931 25
64 169
232 42
334 232
5730 51
51 5730
170 147
1165 3287
25 3287
148 3912
3912 25
148 3912
62 179
179 134
77 134
19 1137
1137 170
1137 315
134 170
134 315
77 1165
3543 348
4478 1187
570 350
641 350
416 641
133 993
641 416
189 14
325 1222
103 29
52 3733
64 352
85 352
4256 43
6156 4256
670 114
670 93
1233 189
1233 93
1225 137
1225 93
96 1222
281 7836
11472 7838
4478 1112
1187 4121
4919 6024
6024 6025
43 4738
4652 4932
4738 6022
4932 4919
636 96
4882 5897
6156 352
6026 6251
43 4631
1050 4631
1050 1212
1212 692
217 692
680 4877
993 4882
5897 5898
5897 15
43 5898
43 15
25 217
6397 6398
7838 6397
7836 11472
103 842
842 687
687 688
3319 688
1177 137
29 167
4652 4824
43 1170
1170 6240
6018 687
4268 687
158 311
158 33
158 36
149 122
158 24
158 36
10 24
10 36
311 26
311 11
149 36
42 122
42 91
4874 5925
455 153
3 455
4352 1134
882 10
534 647
18 250
314 627
455 1185
455 14
378 1081
3492 55
3492 13
97 55
97 13
10 54
10 229
3688 54
3688 229
1092 1037
1037 1909
1063 1092
853 194
853 194
864 3492
1134 882
194 6510
194 5775
3114 4778
6508 6509
6509 6510
2463 5778
748 5778
11434 11437
22 11437
118 11437
4171 196
885 4171
196 4030
65 5820
279 3393
101 415
4874 266
4874 1300
921 415
44 4895
1300 4807
4807 921
568 921
11453 11811
1641 2987
25 2987
647 18
647 133
22 18
22 133
647 18
647 133
22 18
22 133
51 127
25 669
97 669
669 51
37 51
2987 3741
430 931
931 1024
1024 1051
1051 3263
3263 1079
1079 2191
2191 32
23 32
430 3741
2469 5778
129 235
235 341
129 341
341 448
129 448
448 11356
11434 11435
11435 11436
11436 11453
3 455
3657 5818
3160 3657
2730 5817
26 5816
5816 5817
885 5817
2730 3160
251 885
5818 5819
3722 5840
3722 111
49 5840
1185 3722
1185 857
455 3
857 3
14 3
4895 5925
251 11355
11355 568
143 101
143 966
141 101
141 966
522 864
99 864
49 99
522 966
3393 6054
627 18
647 18
647 14
314 627
534 647
250 18
4778 5775
153 253
153 14
44 1304
4454 1268
1304 1268
255 61
61 16
4332 255
4332 4732
6055 6054
2 8
1279 4556
4752 1081
4327 1081
1081 68
4294 4327
6055 6056
4146 5809
5810 5811
156 251
5809 5810
5813 5814
5814 5815
5811 5812
5812 5813
448 11356
3 6
54 20
224 53
65 979
53 94
283 94
979 97
97 22
266 160
445 234
143 445
37 14
37 14
234 58
234 101
25 334
25 26
25 14
25 64
14 64
25 64
25 26
64 25
64 14
740 22
143 101
143 65
37 101
37 65
37 3508
197 3232
1005 65
1005 3232
65 22
188 3508
22 24
103 31
103 9
631 74
354 111
354 118
354 85
231 118
231 184
67 118
67 184
118 236
103 498
103 31
103 9
31 92
631 197
85 354
92 85
197 236
22 74
2 8
2 74
22 8
22 74
118 111
258 1146
48 1146
258 197
160 48
160 48
4896 4916
4666 1267
1100 860
1100 1267
860 135
4677 4916
2739 119
2739 2741
2741 4896
117 119
24 83
24 332
269 416
416 269
3939 5744
1209 5744
3939 5744
1209 5744
83 1209
24 3939
229 3939
3892 344
269 3892
93 3892
2737 350
269 2737
65 2737
21 155
263 1118
1118 2291
97 2291
2291 155
440 101
440 73
155 101
155 73
19 73
21 3539
3451 546
3451 256
111 546
603 48
603 14
603 11
1551 499
499 603
499 86
1417 11
1417 1563
55 380
212 294
212 14
559 5512
212 20
20 8
360 206
20 147
1260 8
20 147
475 299
475 14
881 526
881 14
239 705
55 112
105 15
380 106
380 14
2 575
458 460
458 14
214 178
214 672
526 106
286 330
460 365
144 35
362 361
655 385
130 262
144 242
294 130
387 144
458 239
63 55
2 20
2 20
459 363
75 105
286 362
44 144
35 44
15 75
112 63
361 286
1346 460
705 458
206 131
363 459
206 8
361 342
1346 342
1346 15
343 342
343 15
705 342
705 112
343 342
343 112
131 2
286 44
458 63
458 342
343 63
343 342
460 75
460 342
343 75
343 342
365 1346
526 365
214 364
365 415
365 364
143 415
143 364
364 363
299 105
475 55
299 106
105 106
365 526
364 214
360 559
362 330
239 881
55 475
20 212
144 387
130 294
655 1762
105 299
5512 262
294 262
559 147
330 242
212 147
387 242
1762 385
242 385
242 14
147 262
147 14
2 8
2 9
1 8
1 9
31 198
244 88
244 88
88 244
3 4
108 90
3 4
3 6
342 343
1236 345
4442 118
345 4442
345 199
345 11
199 231
117 199
5382 279
5382 85
118 279
118 85
5382 117
5382 231
118 117
118 231
85 279
85 231
118 279
118 231
92 1236
655 144
64 144
130 655
130 144
130 3794
49 3794
4823 4677
3794 122
4751 4823
3090 3838
4751 3373
3090 64
3090 119
234 101
234 4734
4677 101
4677 4734
130 4734
4376 4640
4640 3373
234 101
234 4376
3838 101
3838 4376
3838 4376
169 438
49 438
337 438
1103 295
1103 119
1103 105
75 63
14 169
11 169
357 4257
645 4257
1551 499
740 1726
332 164
136 246
136 332
164 246
164 332
1417 11
1417 1563
333 879
818 679
5629 423
1198 4044
12621 12623
25 334
41 22
41 25
26 22
26 25
3030 106
1548 6547
669 51
37 51
898 36
42 91
144 242
262 385
33 227
33 24
6548 24
256 22
24 227
24 22
58 22
4421 4462
441 3082
441 3340
3972 3340
3972 4462
4421 666
666 680
47 1672
188 37
680 47
263 441
49 3082
263 1102
1102 188
3175 1269
4691 944
1269 251
944 2637
493 2637
74 4691
74 9
493 3175
254 166
251 254
78 463
78 14
463 78
463 3506
3506 78
4302 1302
1302 3506
251 108
4302 108
254 1179
82 1179
79 166
576 719
576 719
1417 11
1417 1563
1326 1755
27 7
1528 5172
704 27
704 7
80 27
80 7
2341 11514
188 109
6010 22
6007 6005
4272 6010
6007 6008
4272 141
407 6008
183 141
123 233
2504 24
4411 4236
233 4236
4411 2631
2504 2631
136 332
160 48
160 48
160 48
100343 2052
1936 100343
100689 1936
1835 2052
2052 100343
100343 1936
1936 100689
1835 208
42 91
629 257
2780 1062
1180 73
1250 1165
315 612
315 1029
5898 3543
229 6253
229 20
229 5760
229 4633
229 4364
